code,confirm_status,creation_by,creation_time,eng_name,product_id,is_active,is_delete,last_modification_by,last_modification_time,name,name_ascii,note,question,reason,ref_code,short_name,type,upc_code,upc_id,industry_code,industry_name,replace_product,tenant_code,d
655,Approved,,19:56.7,,17945,FALSE,FALSE,,20:40.7,ALVERSIME 300MG PHIL 10X10,,,,,A121600000655,ALVERSIME 300 PHIL 10X10,Normal,7.82847E+11,17945,3,THUỐC,"['00006720' '00029960' '00005017' '00029148' '00027843' '00001872'
 '00004872' '00028779']",,3/1/2025
658,Approved,,19:57.8,,17948,FALSE,FALSE,,38:01.0,ALVETHICONE 754MG AJU 10X10,,,,,A121600000658,ALVETHICONE 754 AJU 10X10,Normal,7.82847E+11,17948,3,THUỐC,,FVAC,3/1/2025
659,Approved,,47:08.0,,21689,TRUE,FALSE,,25:05.3,KEM BÔI DƯỠNG ẨM CHO DA KHÔ ALVEXTRA SKIN HYDRATING CREAM 50G,KEM BÔI DƯỠNG ẨM CHO DA KHÔ ALVEXTRA SKIN HYDRATING CREAM 50G,,,,C121600000659,KEM BÔI DƯỠNG ẨM CHO DA KHÔ ALVEXTRA SKIN HYDRATING CREAM 50G,Normal,7.82847E+11,21689,5,DƯỢC MỸ PHẨM,,,3/1/2025
663,Approved,,00:27.8,,2.24E+04,FALSE,FALSE,,00:27.8,AMAPIRID 2MG,,,,,Z121600000663,AMAPIRID 2MG,Normal,7.82847E+11,22351,11,KHÁC,,,3/1/2025
666,Approved,,19:59.1,,17951,TRUE,FALSE,,10:12.5,AMARYL 2MG SANOFI 3X10,,,,,A121600000666,AMARYL 2MG SANOFI 3X10,Normal,7.82847E+11,17951,3,THUỐC,"['00004897' '00003314' '00002406' '00019013' '00017022' '00005830'
 '00003386' '00009609' '00018647' '00010230' '00003088']",,3/1/2025
668,Approved,,00:29.0,,22353,FALSE,FALSE,,00:29.0,AMBROCO,,,,,Z121600000668,AMBROCO,Normal,7.82847E+11,22353,11,KHÁC,,,3/1/2025
669,Approved,,00:29.2,,22354,FALSE,FALSE,,00:29.2,AMBROCO 5ML,,,,,Z121600000669,AMBROCO 5ML,Normal,7.82847E+11,22354,11,KHÁC,,,3/1/2025
670,Approved,,19:59.8,,17953,TRUE,FALSE,,42:56.9,AMBROCO UNITED 60ML,AMBROCO UNITED 60ML,,,,A121600000670,AMBROCO UNITED 60ML,Normal,7.82847E+11,17953,3,THUỐC,,,3/1/2025
672,Approved,,20:00.4,,17955,FALSE,FALSE,,20:40.7,AMDEPIN 5MG CADILA 3X10,,,,,A121600000672,AMDEPIN 5 CADILA 3X10,Normal,7.82847E+11,17955,3,THUỐC,"['00021216' '00006883' '00000726' '00007778' '00009745' '00020692'
 '00010018' '00020353' '00002474' '00000725' '00000758' '00000719'
 '00000671' '00000627' '00004522' '00004549' '00003656' '00000721'
 '00006887' '00011351' '00012431' '00005371' '00015154' '00000718'
 '00007780' '00000720' '00004917' '00016054' '00014459' '00011026'
 '00000675' '00001594' '00000723' '00021054' '00000727' '00001354'
 '00000716']",,3/1/2025
673,Approved,,00:30.3,,22355,FALSE,FALSE,,06:05.4,AMDEPIN DUO CADILA 1X10,,,,,A121600000673,AMDEPIN DUO CADILA 1X10,Normal,7.82847E+11,22355,3,THUỐC,,,3/1/2025
674,Approved,,00:30.6,,22356,FALSE,FALSE,,00:30.6,AMDEREL 5MG,,,,,A121600000674,AMDEREL 5MG,Normal,7.82847E+11,22356,3,THUỐC,,,3/1/2025
675,Approved,,20:00.7,,17956,FALSE,FALSE,,04:02.0,AMDIREL 5 DAVI 10X10,,,,,A121600000675,AMDIREL 5 DAVI 10X10,Normal,7.82847E+11,17956,3,THUỐC,"['00005371' '00000726' '00000627' '00015154' '00011026' '00000718'
 '00007778' '00001354' '00000720' '00004549' '00020692' '00021054'
 '00001594' '00000672' '00021216' '00003656' '00002474' '00000719'
 '00000758' '00000716' '00000727' '00012431' '00007780' '00006887'
 '00004522' '00000671' '00000725' '00011351' '00000723' '00006883'
 '00004917' '00009745' '00014459' '00000721' '00016054' '00010018'
 '00020353']",,3/1/2025
677,Approved,,00:31.2,,22358,FALSE,FALSE,,00:31.2,AMEDIRON 120ML,,,,,A121600000677,AMEDIRON 120ML,Normal,7.82847E+11,22358,3,THUỐC,,FVAC,3/1/2025
678,Approved,,20:01.0,,17957,TRUE,FALSE,,51:04.2,AMEDOLFEN 100MG OPV 3X10,AMEDOLFEN 100MG OPV 3X10,,,,A121600000678,AMEDOLFEN 100MG OPV 3X10,Normal,7.82847E+11,17957,3,THUỐC,,,3/1/2025
680,Approved,,00:32.0,,22359,FALSE,FALSE,,00:32.0,AMEFLU BAN DEM,,,,,A121600000680,AMEFLU BAN DEM,Normal,7.82847E+11,22359,3,THUỐC,,,3/1/2025
682,Approved,,00:32.3,,22361,FALSE,FALSE,,00:32.3,AMEFLU BAN NGAY,,,,,A121600000682,AMEFLU BAN NGAY,Normal,7.82847E+11,22361,3,THUỐC,,,3/1/2025
684,Approved,,59:16.9,,14642,TRUE,FALSE,,20:58.1,AMEFLU DAY TIME OPV 60ML,AMEFLU DAY TIME OPV 60ML,,,,A121600000684,AMEFLU DAY TIME OPV 60ML,Normal,7.82847E+11,14642,3,THUỐC,,,3/1/2025
686,Approved,,20:01.7,,17959,TRUE,FALSE,,20:58.1,AMEFLU MULTI SYMPTOM RELIEF OPV 60ML - ĐA TRIỆU CHỨNG,AMEFLU MULTI SYMPTOM RELIEF OPV 60ML - ĐA TRIỆU CHỨNG,,,,A121600000686,AMEFLU MULTI SYMPTOM OPV 60ML,Normal,7.82847E+11,17959,3,THUỐC,,,3/1/2025
690,Approved,,00:34.6,,22365,FALSE,FALSE,,00:34.6,AMEPOX 500MG,,,,,A121600000690,AMEPOX 500MG,Normal,7.82847E+11,22365,3,THUỐC,,,3/1/2025
691,Approved,,59:17.8,,14644,TRUE,FALSE,,45:07.0,AMEPOX 500MG DONGKOO 20X5 SOFT CAPSULE,,,,,A121600000691,AMEPOX 500 20X5,Normal,7.82847E+11,14644,3,THUỐC,"['00018818' '00004254' '00004339' '00004344' '00004342' '00002759'
 '00015885' '00001869' '00003181' '00001353' '00004341' '00004343'
 '00001351' '00011260' '00006125']",,3/1/2025
692,Approved,,00:35.1,,22366,FALSE,FALSE,,00:35.1,AMERICAN GINSENG,,,,,Z121600000692,AMERICAN GINSENG,Normal,7.82847E+11,22366,11,KHÁC,,,3/1/2025
694,Approved,,59:18.2,,14645,TRUE,FALSE,,40:05.8,NƯỚC TẮM TRẺ EM AMIBEBE HERBE 250ML,NƯỚC TẮM TRẺ EM AMIBEBE HERBE 250ML,,,,E121600000694,AMIBEBE HERBE 250ML,Normal,7.82841E+11,14645,15,HÀNG TIÊU DÙNG NHANH,,,3/1/2025
695,Approved,,00:35.7,,22368,FALSE,FALSE,,00:35.7,AMIDILE-G,,,,,A121600000695,AMIDILE-G (HẾT HÀNG),Normal,7.82847E+11,22368,3,THUỐC,,,3/1/2025
697,Approved,,20:02.8,,17962,FALSE,FALSE,,06:07.9,AMIKACIN 500MG BIDIPHAR 1X2,AMIKACIN 500MG BIDIPHAR 1X2,,,,A121600000697,AMIKACIN 500 BDP 1X2,Normal,7.82847E+11,17962,3,THUỐC,,,3/1/2025
698,Approved,,20:03.1,,17963,TRUE,FALSE,,42:56.9,AMILAVIL 10MG HASAN 4X15,AMILAVIL 10MG HASAN 4X15,,,,A121600000698,AMILAVIL 10MG HASAN 4X15,Normal,7.82847E+11,17963,3,THUỐC,,,3/1/2025
699,Approved,,20:03.4,,17964,TRUE,FALSE,,54:04.1,AMINAZIN 1.25% DANAPHA 1X20 ỐNG,AMINAZIN 1.25% DANAPHA 1X20 ỐNG,,,,A121600000699,AMINAZIN 1.25% DANAPHA 1X20 ỐNG,Normal,7.82847E+11,17964,3,THUỐC,,,3/1/2025
701,Approved,,00:37.3,,22370,FALSE,FALSE,,00:37.3,AMINO 6000- 100 VIÊN,,,,,A121600000701,AMINO 6000- 100 VIÊN,Normal,7.82847E+11,22370,3,THUỐC,,,3/1/2025
702,Approved,,20:03.7,,17965,FALSE,FALSE,,38:13.6,AMINO XL ZIFAM 3X10,,,,,A121600000702,AMINO XL ZIFAM 3X10,Normal,7.82847E+11,17965,3,THUỐC,,,3/1/2025
703,Approved,,20:04.0,,17966,FALSE,FALSE,,20:58.1,AMINOCEE DROPS TABLETS 15ML,,,,,A121600000703,AMINOCEE DROPS 15ML,Normal,7.82847E+11,17966,3,THUỐC,,FVAC,3/1/2025
704,Approved,,20:04.4,,17967,TRUE,FALSE,,32:00.6,AMINOPLASMAL 5% BRAUN 250ML,AMINOPLASMAL 5% BRAUN 250ML,,,,A121600000704,AMINOPLASMAL 5% 250ML,Normal,7.82847E+11,17967,3,THUỐC,,,3/1/2025
708,Approved,,20:05.2,,17969,FALSE,FALSE,,43:16.1,AMIODARONE 200MG FLAMINGO 10X10,,,,,A121600000708,AMIODARONE 200 10X10,Normal,7.82847E+11,17969,3,THUỐC,['00002078'],,3/1/2025
709,Approved,,00:39.6,,22372,FALSE,FALSE,,00:39.6,AMION,,,,,A121600000709,AMION (HẾT HÀNG),Normal,7.82847E+11,22372,3,THUỐC,,,3/1/2025
714,Approved,,00:40.9,,22374,FALSE,FALSE,,00:40.9,AMLOCARD 5MG,,,,,A121600000714,AMLOCARD 5MG (HẾT HÀNG),Normal,7.82847E+11,22374,3,THUỐC,,,3/1/2025
715,Approved,,20:06.5,,17973,FALSE,FALSE,,22:47.1,AMLOCOR 10MG TORRENT 3X10,,,,,A121600000715,AMLOCOR 10 3X10,Normal,7.82847E+11,17973,3,THUỐC,"['00020261' '00030786' '00020103' '00010055' '00016581' '00000717'
 '00006886']",,3/1/2025
718,Approved,,20:07.4,,17976,FALSE,FALSE,,38:03.0,AMLODIPIN 5MG GLOMED 3X10,,,,,A121600000718,AMLODIPIN 5 GLOMED 3X10,Normal,7.82847E+11,17976,3,THUỐC,"['00021216' '00011351' '00000720' '00000725' '00000727' '00006887'
 '00000671' '00006883' '00003656' '00004522' '00009745' '00000758'
 '00007780' '00010018' '00000719' '00020692' '00002474' '00020353'
 '00014459' '00004917' '00000726' '00015154' '00021054' '00005371'
 '00016054' '00012431' '00000672' '00000716' '00000723' '00000675'
 '00007778' '00011026' '00000721' '00001354' '00004549' '00000627'
 '00001594']",,3/1/2025
719,Approved,,20:07.7,,17977,TRUE,FALSE,,12:31.8,AMLODIPIN 5 PYMEPHARCO 3X10,AMLODIPIN 5 PYMEPHARCO 3X10,,,,A121600000719,AMLODIPIN 5 PMP 3X10,Normal,7.82847E+11,17977,3,THUỐC,,,3/1/2025
721,Approved,,20:08.4,,17979,TRUE,FALSE,,28:50.6,AMLODIPIN 5MG STADA 3X10,AMLODIPIN 5MG STADA 3X10,,,,A121600000721,AMLODIPIN 5 STADA 3X10,Normal,7.82847E+11,17979,3,THUỐC,,,3/1/2025
723,Approved,,20:08.7,,17980,FALSE,FALSE,,43:12.7,AMLONG 5 MICRO 10X10,,,,,A121600000723,AMLONG 5 MICRO 10X10,Normal,7.82847E+11,17980,3,THUỐC,"['00004522' '00020353' '00011351' '00000675' '00000725' '00000719'
 '00002474' '00000718' '00007780' '00000758' '00000671' '00004549'
 '00012431' '00000720' '00000721' '00010018' '00000726' '00001354'
 '00009745' '00006887' '00004917' '00014459' '00007778' '00011026'
 '00005371' '00021054' '00003656' '00021216' '00015154' '00020692'
 '00006883' '00016054' '00000716' '00000627' '00001594' '00000672'
 '00000727']",,3/1/2025
724,Approved,,20:09.0,,17981,FALSE,FALSE,,50:51.7,AMLONG-A 5 MICRO 10X10,AMLONG-A 5 MICRO 10X10,,,,A121600000724,AMLONG-A 5 MICRO 10X10,Normal,7.82847E+11,17981,3,THUỐC,,,3/1/2025
726,Approved,,20:09.7,,17983,TRUE,FALSE,,42:56.9,AMLOR 5MG VIATRIS 3X10,AMLOR 5MG VIATRIS 3X10,,,,A121600000726,AMLOR 5 VIATRIS 3X10,Normal,7.82847E+11,17983,3,THUỐC,,,3/1/2025
730,Approved,,00:45.7,,22378,FALSE,FALSE,,00:45.7,AMLOZAAR 50MG,,,,,A121600000730,AMLOZAAR 50MG,Normal,7.82847E+11,22378,3,THUỐC,,,3/1/2025
733,Approved,,20:10.3,,17985,TRUE,FALSE,,20:40.7,AMOKSIKLAV 1000MG LEK 2X5,AMOKSIKLAV 1000MG LEK 2X5,,,,A121600000733,AMOKSIKLAV 1000 LEK 2X5,Normal,7.82847E+11,17985,3,THUỐC,,,3/1/2025
735,Approved,,00:46.9,,22381,FALSE,FALSE,,00:46.9,AMONA,,,,,A121600000735,AMONA,Normal,7.82847E+11,22381,3,THUỐC,,,3/1/2025
739,Approved,,20:11.8,,17989,TRUE,FALSE,,06:32.1,AMOXICILLIN 500MG MEKOPHAR 10X10,AMOXICILLIN 500MG MEKOPHAR 10X10,,,,A121600000739,AMOXICILLIN 500 MKP 10X10,Normal,7.82847E+11,17989,3,THUỐC,,,3/1/2025
742,Approved,,20:12.9,,17992,TRUE,FALSE,,08:08.8,AMOXYCILIN 500MG VIDIPHA 10X10,,,,,A121600000742,AMOXYCILIN 500 VDP 10X10,Normal,7.82847E+11,17992,3,THUỐC,"['00017622' '00029963' '00000737' '00020420' '00014888' '00020341'
 '00005631' '00000740' '00020528' '00000739' '00030169' '00017509'
 '00006675' '00020468' '00000741']",,3/1/2025
743,Approved,,00:49.3,,22383,FALSE,FALSE,,00:49.3,AMPECYCLAL,,,,,A121600000743,AMPECYCLAL,Normal,7.82847E+11,22383,3,THUỐC,,,3/1/2025
744,Approved,,49:01.0,,21892,TRUE,FALSE,,00:22.4,AMPELOP TRAPHACO 9X10,AMPELOP TRAPHACO 9X10,,,,A121600000744,AMPELOP 9X10,Normal,7.82847E+11,21892,3,THUỐC,,,3/1/2025
748,Approved,,20:14.2,,17996,TRUE,FALSE,,42:56.9,AMPICILLIN 500MG MEKOPHAR 10X10,AMPICILLIN 500MG MEKOPHAR 10X10,,,,A121600000748,AMPICILLIN 500 MKP 10X10,Normal,7.82847E+11,17996,3,THUỐC,,,3/1/2025
749,Approved,,20:14.5,,17997,TRUE,FALSE,,42:56.9,AMPICILLIN 500MG DOMESCO 10X10,AMPICILLIN 500MG DOMESCO 10X10,,,,A121600000749,AMPICILLIN 500 DMC 10X10,Normal,7.82847E+11,17997,3,THUỐC,['00000750' '00006888' '00006676' '00000748'],,3/1/2025
751,Approved,,00:51.8,,22384,FALSE,FALSE,,05:44.1,AMPISID 40ML,,,,,A121600000751,AMPISID 40ML,Normal,7.82847E+11,22384,3,THUỐC,,,3/1/2025
752,Approved,,00:51.9,,2.24E+04,FALSE,FALSE,,05:44.1,AMPODOX 100MG,,,,,A121600000752,AMPODOX 100MG,Normal,7.82847E+11,22385,3,THUỐC,,,3/1/2025
753,Approved,,00:52.1,,22386,FALSE,FALSE,,05:49.5,AMPODOX 200MG,,,,,A121600000753,AMPODOX 200MG,Normal,7.82847E+11,22386,3,THUỐC,,,3/1/2025
754,Approved,,00:52.2,,22387,FALSE,FALSE,,05:44.2,AMSITOR 20MG,,,,,A121600000754,AMSITOR 20MG,Normal,7.82847E+11,22387,3,THUỐC,,,3/1/2025
757,Approved,,00:52.5,,22390,FALSE,FALSE,,00:24.6,AMTAS-IN 5,,,,,A121600000757,AMTAS-IN 5 (HẾT HÀNG),Normal,7.82847E+11,22390,3,THUỐC,,,3/1/2025
760,Approved,,59:19.1,,14647,TRUE,FALSE,,16:14.5,AN BẢO NAM DƯỢC 30V - VIÊN UỐNG NGỪA MỤN,AN BẢO NAM DƯỢC 30V - VIÊN UỐNG NGỪA MỤN,,,,B121600000760,AN BẢO ND 30V,Normal,7.82847E+11,14647,7,TPCN,,,3/1/2025
761,Approved,,46:51.2,,21645,TRUE,FALSE,,35:09.7,"GEL BÔI DA AN BẢO NAM DƯỢC GIẢM NGỨA, DỊU NHẸ CHO BÉ 12ML","GEL BÔI DA AN BẢO NAM DƯỢC GIẢM NGỨA, DỊU NHẸ CHO BÉ 12ML",,,,C121600000761,AN BẢO ND 12ML - DDTD,Normal,7.82847E+11,21645,5,DƯỢC MỸ PHẨM,,FVAC,3/1/2025
764,Approved,,46:23.4,,21577,FALSE,FALSE,,47:45.6,AN DẠ KINGPHAR 40V,AN DẠ KINGPHAR 40V,,,,B121600000764,AN DẠ KP 40V,Normal,7.82847E+11,21577,7,TPCN,,,3/1/2025
765,Approved,,00:54.7,,22391,FALSE,FALSE,,00:54.7,AN HẠ NGUYÊN,,,,,A121600000765,AN HẠ NGUYÊN,Normal,7.82847E+11,22391,3,THUỐC,,,3/1/2025
767,Approved,,00:55.0,,22393,FALSE,FALSE,,00:55.0,AN MẠCH (ÍCH NHÂN),,,,,A121600000767,AN MẠCH (ÍCH NHÂN),Normal,7.82847E+11,22393,3,THUỐC,,,3/1/2025
768,Approved,,49:25.8,,21946,FALSE,FALSE,,33:41.6,AN MẠCH ÍCH NHÂN 50V,AN MẠCH ÍCH NHÂN 50V,,,,B121600000768,AN MẠCH ÍCH NHÂN,Normal,7.82847E+11,21946,7,TPCN,,,3/1/2025
769,Approved,,48:23.6,,21800,TRUE,FALSE,,42:56.9,AN THẦN BỔ TÂM-F FITO 40V,AN THẦN BỔ TÂM-F FITO 40V,,,,A121600000769,AN THẦN BỔ TÂM-F FITO 40V,Normal,7.82847E+11,21800,3,THUỐC,,,3/1/2025
771,Approved,,46:22.7,,21575,TRUE,FALSE,,42:56.9,AN TRĨ VƯƠNG VINH GIA 3X10,AN TRĨ VƯƠNG VINH GIA 3X10,,,,B121600000771,AN TRĨ VƯƠNG 3X10,Normal,7.82847E+11,21575,7,TPCN,,,3/1/2025
773,Approved,,20:15.9,,18001,FALSE,FALSE,,10:10.0,ANAFERON 3G MATERIA 1X20,,,,,A121600000773,ANAFERON 3G MATERIA 1X20,Normal,7.82847E+11,18001,3,THUỐC,,,3/1/2025
774,Approved,,20:16.2,,18002,TRUE,FALSE,,42:56.9,ANAFERON CHILDREN 3MG MATERIA 1X20,ANAFERON CHILDREN 3MG MATERIA 1X20,,,,A121600000774,ANAFERON CHILDREN 3MG 1X20,Normal,7.82847E+11,18002,3,THUỐC,,,3/1/2025
775,Approved,,20:16.5,,18003,FALSE,FALSE,,06:32.8,ANARGIL 100MG MEDOCHEM 10X10,ANARGIL 100MG MEDOCHEM 10X10,,,,A121600000775,ANARGIL 100 MEDO 10X10,Normal,7.82847E+11,18003,3,THUỐC,,,3/1/2025
776,Approved,,20:16.8,,18004,FALSE,FALSE,,06:46.1,ANARGIL 200MG MEDOCHEM 10X10,ANARGIL 200MG MEDOCHEM 10X10,,,,A121600000776,ANARGIL 200 MEDO 10X10,Normal,7.82847E+11,18004,3,THUỐC,,,3/1/2025
777,Approved,,20:17.2,,1.80E+04,FALSE,FALSE,,20:02.4,ANDOPYL KIT 500MG ACME 7H X 6V,,,,,A121600000777,ANDOPYL KIT 500 ACME 7X6,Normal,7.82847E+11,18005,3,THUỐC,,,3/1/2025
778,Approved,,20:17.4,,18006,TRUE,FALSE,,12:33.4,ANDRIOL TESTOCAPS 40MG CATALENT 3X10,,,,,A121600000778,ANDRIOL TESTOCAPS 40 3X10,Normal,7.82847E+11,18006,3,THUỐC,,,3/1/2025
780,Approved,,50:47.9,,22149,TRUE,FALSE,,02:05.0,ANGELA GOLD ECOGREEN 60V,ANGELA GOLD ECOGREEN 60V,,,,B121600000780,ANGELA GOLD 60V,Normal,7.82847E+11,22149,7,TPCN,,,3/1/2025
781,Approved,,20:17.8,,18007,TRUE,FALSE,,28:03.6,ANGINOVAG FERRER 10ML,ANGINOVAG FERRER 10ML,,,,A121600000781,ANGINOVAG FERRER 10ML,Normal,7.82847E+11,18007,3,THUỐC,,,3/1/2025
784,Approved,,20:18.5,,18009,FALSE,FALSE,,48:55.7,ANGIZAAR 25MG MICRO 3X10,,,,,A121600000784,ANGIZAAR 25 MICRO 3X10,Normal,7.82847E+11,18009,3,THUỐC,"['00001405' '00004566' '00002159' '00004562' '00013755' '00004572'
 '00017090' '00004558' '00004561' '00021659' '00004556' '00006542'
 '00011369' '00020862' '00007440' '00006339']",,3/1/2025
785,Approved,,20:18.8,,18010,FALSE,FALSE,,48:52.1,ANGIZAAR 50MG MICRO 3X10,,,,,A121600000785,ANGIZAAR 50 MICRO 3X10,Normal,7.82847E+11,18010,3,THUỐC,"['00016154' '00000783' '00008434' '00006544' '00021536' '00021085'
 '00002117' '00004412' '00004570' '00020693' '00017439' '00008200'
 '00010269' '00020334' '00018346' '00004564' '00006340' '00011027'
 '00021192' '00017991' '00007441' '00010780' '00006090' '00004565'
 '00002160' '00014958' '00015252' '00003860' '00006585' '00021323'
 '00004571' '00016140' '00002088' '00004567' '00013756' '00006433']",,3/1/2025
788,Approved,,01:01.0,,22397,FALSE,FALSE,,01:01.0,ANOMA,,,,,A121600000788,ANOMA,Normal,7.82847E+11,22397,3,THUỐC,,,3/1/2025
791,Approved,,20:20.0,,18013,TRUE,FALSE,,42:56.9,ANTANAZOL SHINPOONG 10G,ANTANAZOL SHINPOONG 10G,,,,A121600000791,ANTANAZOL 10G,Normal,7.82847E+11,18013,3,THUỐC,,FVAC,3/1/2025
792,Approved,,01:01.9,,22399,FALSE,FALSE,,07:31.8,ANTI AGING 1200MG Lanopearl 60V,,,,,B121600000792,ANTI AGING 60 VIÊN,Normal,7.82847E+11,22399,7,TPCN,,,3/1/2025
797,Approved,,01:02.9,,22403,FALSE,FALSE,,01:02.9,ANTIDOULER,,,,,Z121600000797,ANTIDOULER,Normal,7.82847E+11,22403,11,KHÁC,,,3/1/2025
801,Approved,,01:03.5,,22406,FALSE,FALSE,,01:03.5,ANTI-HANGOVER SUPPLEMET,,,,,A121600000801,ANTI-HANGOVER SUPPLEMET,Normal,7.82847E+11,22406,3,THUỐC,,,3/1/2025
802,Approved,,01:03.7,,22407,FALSE,FALSE,,01:03.7,ANTIHEB 100MG,,,,,A121600000802,ANTIHEB 100MG,Normal,7.82847E+11,22407,3,THUỐC,,,3/1/2025
803,Approved,,20:20.5,,18015,TRUE,FALSE,,37:32.4,ANTIPHLAMINE S LOTION YUHAN 100ML,ANTIPHLAMINE S LOTION YUHAN 100ML,,,,A121600000803,ANTIPHLAMINE S LOTION 100ML,Normal,7.82847E+11,18015,3,THUỐC,,,3/1/2025
804,Approved,,59:20.2,,14649,TRUE,FALSE,,55:45.2,ANTOT IQ TRAPHACO 2X10 ỐNG,ANTOT IQ TRAPHACO 2X10 ỐNG,,,,B121600000804,ANTOT IQ 2X10 ỐNG,Normal,7.82847E+11,14649,7,TPCN,,FVAC,3/1/2025
806,Approved,,01:04.7,,22409,FALSE,FALSE,,01:04.7,ANYCOUGH,,,,,A121600000806,ANYCOUGH,Normal,7.82847E+11,22409,3,THUỐC,,,3/1/2025
807,Approved,,59:20.6,,14650,FALSE,FALSE,,00:51.7,ANZELA C CHUNG GEI 10G,ANZELA C CHUNG GEI 10G,,,,A121600000807,ANZELA C CHUNG GEI 10G,Normal,7.82847E+11,14650,3,THUỐC,,,3/1/2025
808,Approved,,49:55.4,,22021,FALSE,FALSE,,22:10.8,ÁO ĐÌNH 30V,ÁO ĐÌNH 30V,,,,B121600000808,ÁO ĐÌNH 30V,Normal,7.82847E+11,22021,7,TPCN,,,3/1/2025
809,Approved,,01:05.5,,22410,FALSE,FALSE,,01:05.5,AOSCABS 30ML,,,,,A121600000809,AOSCABS 30ML,Normal,7.82847E+11,22410,3,THUỐC,,,3/1/2025
811,Approved,,01:05.9,,22411,FALSE,FALSE,,01:05.9,APCALIS 20MG,,,,,A121600000811,APCALIS 20MG,Normal,7.82847E+11,22411,3,THUỐC,,,3/1/2025
812,Approved,,01:06.0,,22412,FALSE,FALSE,,01:06.0,APCOFORM-AX,,,,,A121600000812,APCOFORM-AX,Normal,7.82847E+11,22412,3,THUỐC,,FVAC,3/1/2025
813,Approved,,59:21.0,,14651,FALSE,FALSE,,50:51.7,APPETON LYSINE KOTRA 60ML,APPETON LYSINE KOTRA 60ML,,,,B121600000813,APPETON LYSINE 60ML,Normal,7.82847E+11,14651,7,TPCN,,,3/1/2025
814,Approved,,01:06.4,,22413,FALSE,FALSE,,01:06.4,APETON- MULTI DROPS 30ML,,,,,Z121600000814,APETON- MULTI DROPS 30ML,Normal,7.82847E+11,22413,11,KHÁC,,,3/1/2025
815,Approved,,01:06.5,,22414,FALSE,FALSE,,01:06.5,APETON TAURINE 60ML,,,,,A121600000815,APETON TAURINE 60ML,Normal,7.82847E+11,22414,3,THUỐC,,,3/1/2025
818,Approved,,20:21.5,,18018,FALSE,FALSE,,38:06.2,APO HALOPERIDOL 5MG APOTEX 1000V,,,,,A121600000818,APO HALOPERIDOL 5 1000V,Normal,7.82847E+11,18018,3,THUỐC,,,3/1/2025
819,Approved,,01:07.4,,22416,FALSE,FALSE,,06:06.1,ALLOPURINOL 300MG DMC 2X10 TRÙNG MÃ 00000618,,,,,A121600000819,ALLOPURINOL 300MG 2x10 TRÙNG MÃ 00000618,Normal,7.82847E+11,22416,3,THUỐC,,,3/1/2025
820,Approved,,20:21.8,,18019,FALSE,FALSE,,38:06.4,APO AMITRIPTYLINE 25MG APOTEX 1000V,,,,,A121600000820,APO AMITRIPTYLINE 25 1000V,Normal,7.82847E+11,18019,3,THUỐC,['00000712' '00021100'],,3/1/2025
823,Approved,,01:08.2,,22418,FALSE,FALSE,,01:08.2,APO-CLOXI 250MG,,,,,A121600000823,APO-CLOXI 250MG,Normal,7.82847E+11,22418,3,THUỐC,,,3/1/2025
824,Approved,,01:08.3,,22419,FALSE,FALSE,,01:08.3,APO-CLOXI 500MG,,,,,A121600000824,APO-CLOXI 500MG,Normal,7.82847E+11,22419,3,THUỐC,,,3/1/2025
825,Approved,,01:08.5,,22420,FALSE,FALSE,,01:08.5,APO-DIMENHYDRINATE 50MG,,,,,A121600000825,APO-DIMENHYDRINATE 50MG,Normal,7.82847E+11,22420,3,THUỐC,,,3/1/2025
834,Approved,,59:22.0,,14654,FALSE,FALSE,,28:07.9,APO NITROFURANTOIN 100MG APOTEX 100V,,,,,A121600000834,APO NITROFURANTOIN 100 100V,Normal,7.82847E+11,14654,3,THUỐC,,,3/1/2025
837,Approved,,20:23.1,,18023,FALSE,FALSE,,38:06.7,APO PROPRANOLOL 40MG APOTEX 100V,,,,,A121600000837,APO PROPRANOLOL 40 100V,Normal,7.82847E+11,18023,3,THUỐC,['00002568' '00030240'],,3/1/2025
838,Approved,,01:11.0,,22425,FALSE,FALSE,,01:11.0,APO-SALBUTAMOL 2MG,,,,,A121600000838,APO-SALBUTAMOL 2MG,Normal,7.82847E+11,22425,3,THUỐC,,,3/1/2025
840,Approved,,59:23.4,,1.47E+04,FALSE,FALSE,,50:51.7,APPETON INFANT DROP KOTRA 30ML,APPETON INFANT DROP KOTRA 30ML,,,,B121600000840,APPETON INFANT DROP 30ML,Normal,7.82847E+11,14657,7,TPCN,,,3/1/2025
843,Approved,,59:24.2,,14659,FALSE,FALSE,,20:58.1,APPETON TAURINE 60ML,,,,,A121600000843,APPETON TAURINE 60ML,Normal,7.82847E+11,14659,3,THUỐC,,,3/1/2025
845,Approved,,20:23.8,,18025,TRUE,FALSE,,06:47.0,APROVEL 300MG SANOFI  2X14,APROVEL 300MG SANOFI  2X14,,,,A121600000845,APROVEL 300 SNF 2X14,Normal,7.82847E+11,18025,3,THUỐC,,,3/1/2025
847,Approved,,01:13.2,,22428,FALSE,FALSE,,01:13.2,APTOZOLE 40MG,,,,,A121600000847,APTOZOLE 40MG,Normal,7.82847E+11,22428,3,THUỐC,,,3/1/2025
